What is the best way to achieve high availability with Direct Connect?	<ul> <li>Use <strong>multiple DX locations</strong> with separate links to on-premises.</li> <li>Configure <strong>multiple DX routers</strong> within the DX location.</li> <li>Use <strong>DX + VPN</strong> for redundancy.</li> </ul>
What is AWS Transit Gateway (TGW)?	<p>AWS Transit Gateway (TGW) is a <strong>network transit hub</strong> that allows multiple VPCs and on-premises networks to connect in a scalable and <strong>transitive</strong> manner.</p>
How does Transit Gateway simplify network architecture?	<ul> <li>Replaces complex <strong>VPC peering meshes</strong>.</li> <li>Centralizes routing between <strong>VPCs, Direct Connect, and Site-to-Site VPNs</strong>.</li> <li>Supports <strong>inter-region peering</strong>.</li> </ul>
What is AWS Storage Gateway?	<p>AWS Storage Gateway is a <strong>hybrid cloud storage solution</strong> that enables on-premises applications to use AWS storage services via iSCSI, NFS, or SMB.</p>
What are the three modes of AWS Volume Gateway?	<ul> <li><strong>Stored Volume Mode</strong> → Data is stored <strong>locally</strong>, asynchronously backed up to AWS.</li> <li><strong>Cached Volume Mode</strong> → Primary storage is in AWS; frequently accessed data is cached locally.</li> <li><strong>Tape Gateway Mode</strong> → Replaces physical tapes with virtual tapes backed by AWS S3 and Glacier.</li> </ul>
How does AWS Tape Gateway work?	<ul> <li>Emulates <strong>iSCSI tape drives</strong> and <strong>virtual tapes</strong>.</li> <li>Virtual tapes are stored in <strong>S3</strong> and archived in <strong>Glacier</strong>.</li> <li>Supports up to <strong>1 PB of data</strong> across 1500 virtual tapes.</li> </ul>
What is AWS File Gateway?	<p>AWS File Gateway provides <strong>NFS or SMB access</strong> to an S3 bucket, allowing on-premises applications to store and retrieve files as if they were local.</p>
What are the key benefits of AWS File Gateway?	<ul> <li><strong>On-premises file access</strong> with S3 as the backend.</li> <li><strong>Local caching</strong> for frequently accessed files.</li> <li>Supports <strong>multi-site access</strong> without built-in file locking.</li> </ul>
What AWS services integrate with Storage Gateway?	<ul> <li><strong>S3</strong> (for file, cached, and tape storage)</li> <li><strong>EBS Snapshots</strong> (for volume backups)</li> <li><strong>Glacier</strong> (for long-term tape archiving)</li> </ul>
What is AWS DataSync?	<p>AWS DataSync is a managed <strong>data transfer service</strong> that moves data to and from AWS at scale (up to 10 Gbps per agent, ~100 TB/day). It supports <strong>S3, EFS, FSx, and NFS/SMB</strong> sources.</p>
What are the key features of AWS DataSync?	<ul> <li>Supports <strong>NFS and SMB</strong>.</li> <li>Transfers <strong>metadata</strong> (permissions, timestamps).</li> <li>Uses <strong>tasks</strong> to define transfer jobs.</li> <li><strong>Pay-as-you-go</strong> pricing.</li> <li>Can transfer <strong>to/from AWS storage services</strong>.</li> </ul>
What is AWS Transfer Family?	<p>AWS Transfer Family is a managed <strong>file transfer service</strong> that supports <strong>FTP, FTPS, SFTP, and AS2</strong> for securely transferring data to S3 or EFS.</p>
What are the deployment options for AWS Transfer Family?	<ul> <li><strong>Public access</strong> (internet-facing).</li> <li><strong>VPC Internet access</strong> (accessible from a VPC via an internet gateway).</li> <li><strong>VPC private access</strong> (only reachable within a VPC).</li> </ul>
What is the AWS Snow Family?	<p>The AWS Snow Family consists of <strong>physical devices</strong> used for moving large amounts of data into or out of AWS when internet transfer is too slow or expensive.</p>
What are the key differences between Snowball, Snowball Edge, and Snowmobile?	<ul> <li><strong>Snowball</strong> → 50-80 TB per device, best for 10 TB - multi-PB data.</li> <li><strong>Snowball Edge</strong> → Enhanced with <strong>compute capabilities</strong> and faster transfers.</li> <li><strong>Snowmobile</strong> → A <strong>truck-sized container</strong> for <strong>exabyte-scale</strong> migrations (up to 100 PB).</li> </ul>
What is FSx for Windows File Server?	<p>FSx for Windows File Server is a <strong>fully managed Windows file system</strong> that provides <strong>SMB shares, Windows ACLs, DFS, and AD integration</strong>.</p>
What features does FSx for Windows File Server support?	<ul> <li><strong>Native Windows file system (NTFS)</strong>.</li> <li><strong>Supports DFS</strong> for scale-out file systems.</li> <li><strong>SMB shares and Windows ACLs</strong>.</li> <li><strong>Volume Shadow Copy (VSS)</strong> for self-service file restores.</li> <li><strong>Integrates with AWS Directory Service or self-managed AD</strong>.</li> </ul>
When should you use FSx for Windows vs. AWS Storage Gateway (File Mode)?	<ul> <li><strong>FSx for Windows</strong> → Fully managed Windows file server with SMB shares and AD integration.</li> <li><strong>Storage Gateway (File Mode)</strong> → S3-backed cloud storage with local caching for on-prem access.</li> </ul>
What is FSx for Lustre?	<p>FSx for Lustre is a <strong>fully managed Lustre file system</strong> optimized for <strong>high-performance computing (HPC), machine learning (ML), and big data processing</strong>.</p>
What are the two deployment modes for FSx for Lustre?	<ul> <li><strong>Scratch Mode</strong> → Short-term, high-speed processing (no replication, data loss possible on failure).</li> <li><strong>Persistent Mode</strong> → Long-term, self-healing storage (HA within an AZ).</li> </ul>
What are the key performance characteristics of FSx for Lustre?	<ul> <li>Supports up to <strong>100 GB/s throughput</strong>.</li> <li><strong>Sub-millisecond latency</strong>.</li> <li><strong>Lazy loading from S3</strong> (pulls in data on first access).</li> <li><strong>Write-back to S3</strong> (data can be stored back in S3).</li> </ul>
How does FSx for Lustre store data?	<ul> <li><strong>Metadata</strong> is stored on <strong>Metadata Targets (MDS)</strong>.</li> <li><strong>File data</strong> is stored on <strong>Object Storage Targets (OST)</strong>.</li> </ul>
What is AWS Shield?	<p>AWS Shield is a <strong>DDoS protection service</strong> that defends against <strong>Layer 3 and 4</strong> attacks (volumetric and protocol attacks).</p>
What are the two tiers of AWS Shield?	<ul> <li><strong>Shield Standard</strong>: Free, automatic protection for AWS services.</li> <li><strong>Shield Advanced</strong>: Paid service ($3,000/month) with enhanced detection, cost protection, and AWS DDoS response team (DRT) support.</li> </ul>
What is AWS CloudHSM?	<p>AWS CloudHSM is a <strong>hardware security module (HSM)</strong> that provides dedicated, FIPS 140-2 Level 3 encryption. Unlike AWS KMS, AWS has <strong>no access</strong> to the encryption keys.</p>
What is AWS Config?	<p>AWS Config is a <strong>compliance and auditing service</strong> that records AWS resource configurations over time and evaluates them against compliance rules.</p>
How does AWS Config detect non-compliance?	<ul> <li>Uses <strong>Config Rules</strong> to check compliance.</li> <li>Can trigger <strong>SNS notifications</strong> or <strong>EventBridge</strong> events.</li> <li>Stores history in an <strong>S3 bucket</strong> for auditing.</li> </ul>
What is AWS Macie?	<p>AWS Macie is a <strong>data security service</strong> that uses <strong>machine learning</strong> to detect <strong>sensitive data (PII, financial records, secrets) in S3 buckets</strong>.</p>
What are the types of data identifiers used by Macie?	<ul> <li><strong>Managed identifiers</strong>: Built-in machine learning-based detection.</li> <li><strong>Custom identifiers</strong>: User-defined regular expressions for specific data.</li> </ul>
What is Amazon Inspector?	<p>Amazon Inspector is a <strong>vulnerability assessment service</strong> that scans EC2 instances and container images for security risks, such as CVEs and misconfigurations.</p>
What is Amazon GuardDuty?	<p>Amazon GuardDuty is a <strong>threat detection service</strong> that analyzes <strong>VPC Flow Logs, CloudTrail logs, and DNS logs</strong> for anomalous or unauthorized activity.</p>
What is an AWS Local Zone?	<p>AWS Local Zones provide <strong>low-latency AWS infrastructure</strong> closer to users by extending AWS regions with <strong>single-AZ compute and storage resources</strong>.</p>
How do AWS Local Zones differ from Availability Zones?	<ul> <li><strong>Local Zones</strong> are a single AZ in a specific location but connected to a parent AWS region.</li> <li>Some AWS services rely on the <strong>parent region</strong> (e.g., backups to S3).</li> </ul>
What is Amazon Athena?	<p>Amazon Athena is a <strong>serverless, interactive query service</strong> that allows querying structured data stored in <strong>S3</strong> using <strong>SQL</strong>.</p>
What are the benefits of Amazon Athena?	<ul> <li><strong>Serverless</strong> (no infrastructure management).</li> <li><strong>Pay-per-query</strong> pricing model.</li> <li>Supports <strong>schema-on-read</strong> (no need to predefine schema).</li> <li>Supports <strong>Athena Federated Query</strong> to query external data sources.</li> </ul>
What is Amazon Redshift?	<p>Amazon Redshift is a <strong>fully managed data warehouse</strong> optimized for <strong>OLAP workloads</strong> (columnar storage) and integrates with <strong>S3 via Redshift Spectrum</strong>.</p>
What are the core components of a Redshift cluster?	<ul> <li><strong>Leader node</strong>: Manages query planning and coordination.</li> <li><strong>Compute nodes</strong>: Execute queries in parallel, each with multiple slices.</li> </ul>
How does Amazon Redshift store backups?	<ul> <li><strong>Automated snapshots</strong> every <strong>8 hours</strong> or after <strong>5GB of data change</strong> (retention: 1-35 days).</li> <li><strong>Manual snapshots</strong> persist until deleted.</li> <li><strong>Stored in S3</strong> (multi-AZ resilience).</li> </ul>
What is Redshift Spectrum?	<p>Redshift Spectrum allows Redshift queries to <strong>directly access data stored in S3</strong> without loading it into the Redshift cluster.</p>
What is Amazon Comprehend?	<p>Amazon Comprehend is a <strong>natural language processing (NLP) service</strong> that analyzes text to detect <strong>sentiment, language, entities, and personally identifiable information (PII)</strong>. It supports both <strong>pre-trained and custom models</strong>.</p>
What is Amazon Kendra?	<p>Amazon Kendra is an <strong>AI-powered search service</strong> that enables users to search structured and unstructured documents using <strong>natural language queries</strong>.</p>
What types of queries does Amazon Kendra support?	<ul> <li><strong>Fact-based queries</strong> (Who, What, Where, When, How).</li> <li><strong>Descriptive queries</strong> (questions requiring detailed answers).</li> <li><strong>Keyword searches</strong>.</li> </ul>
What is Amazon Lex?	<p>Amazon Lex is a <strong>chatbot service</strong> that enables <strong>voice and text-based conversations</strong> using <strong>Automatic Speech Recognition (ASR)</strong> and <strong>Natural Language Understanding (NLU)</strong>.</p>
What are the key components of an Amazon Lex chatbot?	<ul> <li><strong>Bots</strong>: Each bot can support multiple languages.</li> <li><strong>Intents</strong>: Define what the user wants to do.</li> <li><strong>AWS Lambda integration</strong>: Can be used to execute logic when an intent is triggered.</li> </ul>
What is Amazon Polly?	<p>Amazon Polly is a <strong>text-to-speech (TTS) service</strong> that converts text into <strong>lifelike speech</strong> using <strong>Standard TTS</strong> and <strong>Neural TTS</strong>.</p>
What markup language does Amazon Polly support?	<p>Amazon Polly supports <strong>Speech Synthesis Markup Language (SSML)</strong>, allowing users to customize pronunciation, emphasis, whispering, and more.</p>
What is Amazon Rekognition?	<p>Amazon Rekognition is a <strong>deep learning-based image and video analysis</strong> service that can detect objects, people, faces, text, and inappropriate content.</p>
What is Amazon Textract?	<p>Amazon Textract is a <strong>document analysis service</strong> that extracts text, tables, and structured data from scanned documents, images, and PDFs.</p>
What processing modes does Amazon Textract offer?	<ul> <li><strong>Synchronous processing</strong> for small documents.</li> <li><strong>Asynchronous processing</strong> for large documents.</li> </ul>
What is Amazon Transcribe?	<p>Amazon Transcribe is a <strong>speech-to-text service</strong> that converts audio into text, supporting <strong>custom vocabularies, speaker identification, and content filtering</strong>.</p>
What are common use cases for Amazon Transcribe?	<ul> <li><strong>Meeting notes transcription</strong>.</li> <li><strong>Subtitles generation</strong>.</li> <li><strong>Full-text search on audio content</strong>.</li> </ul>
What is Amazon Translate?	<p>Amazon Translate is a <strong>machine learning-based translation service</strong> that automatically detects and translates text between languages using <strong>an encoder-decoder model with attention mechanisms</strong>.</p>
What is Amazon Forecast?	<p>Amazon Forecast is a <strong>time-series forecasting service</strong> that predicts future metrics such as <strong>retail demand or staffing needs</strong>, with explainability features to understand contributing factors.</p>
What is Amazon Fraud Detector?	<p>Amazon Fraud Detector is a <strong>fully managed fraud detection service</strong> that analyzes transactions to identify <strong>account fraud, payment fraud, and account takeovers</strong>.</p>
What are common use cases for Amazon Fraud Detector?	<ul> <li><strong>New account fraud detection</strong>.</li> <li><strong>Transaction fraud detection</strong>.</li> <li><strong>Account takeover detection (e.g., phishing attempts).</strong></li> </ul>
What is Amazon SageMaker?	<p>Amazon SageMaker is a <strong>fully managed machine learning service</strong> that covers the entire ML lifecycle, including <strong>data preparation, model training, evaluation, and deployment</strong>.</p>
What is Amazon SageMaker Studio?	<p>Amazon SageMaker Studio is an <strong>integrated development environment (IDE) for ML</strong> that allows users to manage ML projects, run different ML instances, and perform training and inference.</p>
What is AWS CloudFormation?	<p>AWS CloudFormation is an <strong>Infrastructure as Code (IaC)</strong> service that provisions and manages AWS resources using <strong>YAML or JSON templates</strong>.</p>
What are the key components of a CloudFormation template?	<ul> <li><strong>Resources</strong>: Mandatory list of logical resources.</li> <li><strong>Parameters</strong>: Input values provided by users.</li> <li><strong>Mappings</strong>: Key-value lookups for predefined values.</li> <li><strong>Conditions</strong>: If-then-else logic for resource creation.</li> <li><strong>Outputs</strong>: Display results after execution.</li> <li><strong>Metadata</strong>: UI presentation settings.</li> </ul>
What is a CloudFormation stack?	<p>A stack is a <strong>collection of AWS resources</strong> provisioned and managed as a single unit using a CloudFormation template.</p>
What are CloudFormation Parameters used for?	<ul> <li>Allow user <strong>input values</strong>.</li> <li>Enable <strong>dynamic</strong> stack configurations.</li> <li>Support <strong>constraints</strong> (min/max values, allowed values, etc.).</li> </ul>
What are the key Intrinsic Functions in CloudFormation?	<ul> <li><strong>Ref</strong>: Returns the value of a parameter or resource.</li> <li><strong>Fn::GetAtt</strong>: Retrieves attributes of a resource.</li> <li><strong>Fn::Join</strong>: Concatenates strings.</li> <li><strong>Fn::Split</strong>: Splits a string into a list.</li> <li><strong>Fn::Sub</strong>: Substitutes placeholders with values.</li> <li><strong>Fn::Cidr</strong>: Dynamically calculates subnet CIDR blocks.</li> </ul>
What is the purpose of CloudFormation Mappings?	<p>Mappings store <strong>key-value pairs</strong> that allow lookup of values (e.g., AMI IDs based on regions).</p>
What are CloudFormation Outputs?	<ul> <li>Display key values after template execution.</li> <li>Can be <strong>exported</strong> for use in <strong>cross-stack references</strong>.</li> </ul>
What are CloudFormation Conditions?	<p>Conditions allow resources to be <strong>conditionally created</strong> based on input parameters.</p>
How does CloudFormation determine resource dependencies?	<ul> <li>Implicitly: When a resource references another in its definition.</li> <li>Explicitly: Using the <strong>DependsOn</strong> attribute.</li> </ul>
What is cfn-signal?	<p>cfn-signal is a helper script that <strong>holds stack execution</strong> until a resource sends a success or failure signal (e.g., an EC2 instance confirming readiness).</p>
What is a CloudFormation Nested Stack?	<ul> <li>A <strong>stack within a stack</strong>, allowing modularization.</li> <li>Parent stack <strong>creates child stacks</strong> using template URLs.</li> </ul>
What are CloudFormation Cross-Stack References?	<ul> <li>Allow sharing outputs across stacks.</li> <li><strong>Export values</strong> from one stack and <strong>import</strong> in another.</li> </ul>
What is a CloudFormation StackSet?	<p>A StackSet enables deployment of CloudFormation stacks <strong>across multiple AWS accounts and regions</strong>.</p>
What is the purpose of the CloudFormation DeletionPolicy?	<p>The <strong>DeletionPolicy</strong> attribute determines what happens when a resource is deleted: - <strong>Retain</strong>: Keeps the resource. - <strong>Snapshot</strong>: Saves a backup (if supported). - <strong>Delete</strong>: Removes the resource (default).</p>
What are CloudFormation Stack Roles?	<p>Stack Roles allow CloudFormation to <strong>assume a dedicated IAM role</strong> for provisioning resources instead of using the creator's permissions.</p>
What is CloudFormationInit (`cfn-init`)?	<p>cfn-init is a helper script that applies <strong>CloudFormationInit metadata</strong> to EC2 instances (e.g., installing packages, creating files, setting up services).</p>
What is cfn-hup?	<p>cfn-hup is a daemon that monitors metadata changes and <strong>automatically applies updates</strong> to EC2 instances.</p>
What is a CloudFormation ChangeSet?	<p>A ChangeSet previews <strong>the impact of template updates</strong> before applying them to a stack.</p>
What are CloudFormation Custom Resources?	<ul> <li>Extend CloudFormation to <strong>unsupported services</strong>.</li> <li>Triggers <strong>Lambda functions or SNS topics</strong> for external operations.</li> <li>Must send a <strong>success/failure</strong> response back to CloudFormation.</li> </ul>
